UserID,Gender,Age,Occupation,Area
3035,female,25-34,executive/managerial,Culver City
3036,male,56+,retired,Hornell
3037,female,25-34,artist,Corvallis
3038,female,35-44,artist,Eugene
3039,female,50-55,clerical/admin,Tampa
3040,male,25-34,farmer,Falls Church
3041,male,25-34,college/grad student,Corvallis
3042,male,56+,academic/educator,Constantine
3043,male,18-24,artist,West Hollywood
3044,male,35-44,self-employed,Conroe
3045,male,45-49,academic/educator,La Habra
3046,male,<18,college/grad student,Dyer
3047,female,25-34,college/grad student,San Francisco
3048,male,18-24,artist,Scituate
3049,female,50-55,other,Lexington
3050,male,35-44,programmer,Menlo Park
3051,male,18-24,technician/engineer,Redwood City
3052,male,35-44,programmer,New York
3053,female,25-34,clerical/admin,Saint Paul
3054,male,18-24,college/grad student,Macedonia
3055,female,25-34,clerical/admin,Olympia
3056,male,25-34,tradesman/craftsman,Staten Island
3057,female,25-34,programmer,Minneapolis
3058,male,18-24,programmer,Saint Paul
3059,male,35-44,other,Plano
3060,female,35-44,academic/educator,Santa Ana
3061,male,45-49,artist,Georgetown
3062,male,18-24,college/grad student,Hooksett
3063,male,18-24,college/grad student,Hooksett
3064,male,35-44,technician/engineer,Los Angeles
3065,female,18-24,college/grad student,Garden City
3066,male,18-24,college/grad student,Urbana
3067,female,25-34,other,Malden
3068,female,35-44,homemaker,Overland Park
3069,male,18-24,college/grad student,Roseburg
3070,female,18-24,college/grad student,Bronxville
3071,male,25-34,academic/educator,Boston
3072,male,50-55,academic/educator,Saint Paul
3073,male,25-34,other,Los Angeles
3074,male,25-34,other,Virginia Beach
3075,female,25-34,lawyer,West Hartford
3076,male,35-44,technician/engineer,Suwanee
3077,male,18-24,college/grad student,Columbus
3078,female,35-44,academic/educator,Medford
3079,female,25-34,academic/educator,Minneapolis
3080,male,25-34,writer,Minneapolis
3081,male,25-34,executive/managerial,Houston
3082,female,35-44,doctor/health care,Dayton
3083,female,50-55,other,Eugene
3084,male,25-34,self-employed,Westborough
3085,male,25-34,college/grad student,Austin
3086,male,18-24,programmer,Seattle
3087,female,<18,academic/educator,Long Beach
3088,female,25-34,college/grad student,Albuquerque
3089,male,45-49,self-employed,Pismo Beach
3090,male,25-34,artist,Los Angeles
3091,female,25-34,other,Philadelphia
3092,male,35-44,scientist,Seattle
3093,female,45-49,writer,Las Vegas
3094,male,35-44,other,Decatur
3095,female,25-34,clerical/admin,Danbury
3096,female,45-49,clerical/admin,Eads
3097,female,25-34,customer service,New York
3098,male,25-34,college/grad student,Saint Paul
3099,male,25-34,technician/engineer,Silver Spring
3100,female,25-34,doctor/health care,Sherman Oaks
3101,male,18-24,scientist,Pasadena
3102,male,25-34,programmer,
3103,male,25-34,writer,Kansas City
3104,male,18-24,technician/engineer,Boston
3105,male,35-44,programmer,Seattle
3106,male,25-34,other,Miami
3107,male,25-34,technician/engineer,Aliso Viejo
3108,male,50-55,doctor/health care,Fairfax Station
3109,female,25-34,lawyer,Columbus
3110,male,25-34,other,New York
3111,male,18-24,college/grad student,Breckenridge
3112,male,18-24,programmer,Seattle
3113,male,25-34,K-12 student,Minneapolis
3114,male,18-24,customer service,Columbia
3115,male,35-44,technician/engineer,West Bloomfield
3116,male,25-34,programmer,Kirkland
3117,male,35-44,other,Boise
3118,male,25-34,other,Houston
3119,male,45-49,academic/educator,Brentwood
3120,male,18-24,college/grad student,Minneapolis
3121,male,25-34,artist,Daytona Beach
3122,female,25-34,executive/managerial,Arlington
3123,male,25-34,artist,Santa Monica
3124,male,25-34,programmer,Atlanta
3125,male,25-34,executive/managerial,New York
3126,male,25-34,artist,Daytona Beach
3127,female,25-34,other,New York
3128,male,18-24,artist,New York
3129,male,25-34,executive/managerial,Owings Mills
3130,male,25-34,executive/managerial,Orlando
3131,female,25-34,artist,Los Angeles
3132,male,35-44,executive/managerial,University Place
3133,male,18-24,college/grad student,
3134,male,18-24,college/grad student,Minneapolis
3135,male,25-34,scientist,Schenectady
3136,female,25-34,college/grad student,Russellville
3137,male,25-34,lawyer,Brooklyn
3138,male,35-44,technician/engineer,Indianapolis
3139,male,56+,retired,Las Vegas
3140,female,25-34,college/grad student,Austin
3141,male,25-34,sales/marketing,
3142,male,25-34,writer,Tucson
3143,female,50-55,self-employed,Pacific Palisades
3144,female,25-34,executive/managerial,Scottsdale
3145,male,18-24,college/grad student,Cambridge
3146,male,25-34,other,Valdosta
3147,male,25-34,sales/marketing,Ada
3148,male,18-24,writer,Dover
3149,male,18-24,college/grad student,Irvine
3150,female,25-34,clerical/admin,Fullerton
3151,female,25-34,other,Placentia
3152,male,18-24,college/grad student,Urbana
3153,female,25-34,college/grad student,Oklahoma City
3154,female,25-34,college/grad student,Davis
3155,male,25-34,executive/managerial,Saint Paul
3156,male,35-44,executive/managerial,Saddle Brook
3157,male,25-34,programmer,Corona
3158,male,25-34,scientist,Pittsburgh
3159,female,25-34,scientist,Pittsburgh
3160,male,25-34,technician/engineer,Baytown
3161,male,25-34,executive/managerial,Minneapolis
3162,male,25-34,academic/educator,
3163,male,18-24,scientist,Davis
3164,male,18-24,programmer,Saint Paul
3165,male,35-44,executive/managerial,Chicago
3166,male,18-24,college/grad student,Gainesville
3167,male,25-34,artist,Houston
3168,female,35-44,customer service,Castro Valley
3169,male,50-55,other,Norfolk
3170,male,25-34,other,
3171,female,50-55,clerical/admin,New York
3172,male,18-24,programmer,Minneapolis
3173,male,25-34,programmer,Chanhassen
3174,female,18-24,sales/marketing,New York
3175,male,35-44,self-employed,New York
3176,male,25-34,technician/engineer,San Jose
3177,female,25-34,doctor/health care,San Francisco
3178,female,35-44,customer service,Akron
3179,female,18-24,writer,Dorchester
3180,male,25-34,sales/marketing,Mahwah
3181,male,25-34,programmer,Oakland
3182,male,25-34,programmer,Saratoga Springs
3183,male,50-55,executive/managerial,Batavia
3184,female,25-34,tradesman/craftsman,Baltimore
3185,male,18-24,executive/managerial,Burnsville
3186,male,50-55,academic/educator,San Diego
3187,male,35-44,programmer,Melbourne
3188,male,56+,retired,Eden Prairie
3189,male,25-34,self-employed,Marina Del Rey
3190,male,<18,technician/engineer,Tualatin
3191,male,25-34,programmer,Durham
3192,male,18-24,college/grad student,Providence
3193,male,25-34,other,El Cajon
3194,male,25-34,scientist,Huntington Beach
3195,male,18-24,college/grad student,Denver
3196,female,18-24,college/grad student,Cincinnati
3197,female,18-24,sales/marketing,San Francisco
3198,male,25-34,programmer,San Francisco
3199,male,18-24,other,Sioux Falls
3200,female,25-34,academic/educator,Seattle
3201,male,45-49,executive/managerial,Birmingham
3202,female,18-24,college/grad student,Blacksburg
3203,male,35-44,other,Hermosa Beach
3204,male,45-49,self-employed,Boulder
3205,female,35-44,self-employed,Boulder
3206,male,18-24,writer,Vermilion
3207,male,35-44,executive/managerial,Chicago
3208,male,25-34,sales/marketing,Atlanta
3209,male,25-34,other,Oldtown
3210,female,45-49,other,Boston
3211,male,50-55,self-employed,Washington
3212,female,25-34,technician/engineer,Brooklyn
3213,female,25-34,academic/educator,Boise
3214,female,56+,executive/managerial,New York
3215,female,50-55,retired,Minneapolis
3216,male,35-44,academic/educator,Stevens Point
3217,female,35-44,other,Lake Forest
3218,male,56+,doctor/health care,Huntington Woods
3219,female,18-24,college/grad student,Green Bay
3220,male,35-44,executive/managerial,Hudson
3221,male,25-34,other,Philadelphia
3222,male,35-44,executive/managerial,Scarsdale
3223,male,25-34,writer,New York
3224,female,25-34,sales/marketing,Cambria
3225,male,18-24,other,Pittsburgh
3226,male,35-44,college/grad student,New York
3227,female,25-34,sales/marketing,Chicago
3228,male,25-34,sales/marketing,East Fairfield
3229,female,56+,academic/educator,Santa Barbara
3230,male,35-44,self-employed,Lake Forest
3231,male,25-34,executive/managerial,Saint Paul
3232,male,35-44,programmer,Brea
3233,male,50-55,artist,Chicago
3234,female,<18,other,Los Angeles
3235,male,18-24,college/grad student,Socorro
3236,male,18-24,scientist,Albuquerque
3237,male,35-44,executive/managerial,Burlington
3238,male,35-44,executive/managerial,New York
3239,female,25-34,programmer,Hazlet
3240,male,18-24,college/grad student,Minneapolis
3241,female,50-55,other,Washington
3242,male,50-55,retired,Sunnyvale
3243,male,25-34,programmer,Seattle
3244,female,18-24,college/grad student,Huntington Beach
3245,male,18-24,artist,Edison
3246,female,35-44,academic/educator,Scottsdale
3247,male,35-44,scientist,Huntington Beach
3248,female,25-34,executive/managerial,San Francisco
3249,female,25-34,college/grad student,Huntington Beach
3250,male,25-34,college/grad student,West Hollywood
3251,male,35-44,technician/engineer,Eighty Four
3252,male,50-55,other,Mineral Wells
3253,female,35-44,college/grad student,Morgantown
3254,female,35-44,doctor/health care,Antelope
3255,female,25-34,scientist,Bonita
3256,male,25-34,scientist,San Diego
3257,male,25-34,sales/marketing,San Francisco
3258,male,45-49,doctor/health care,Hanover
3259,female,18-24,college/grad student,Davis
3260,male,25-34,college/grad student,Youngstown
3261,male,45-49,writer,Santa Fe
3262,male,25-34,sales/marketing,Wayzata
3263,male,50-55,lawyer,Leavenworth
3264,female,25-34,academic/educator,Fremont
3265,male,25-34,scientist,Madison
3266,female,25-34,college/grad student,Davis
3267,male,25-34,college/grad student,Austin
3268,male,25-34,programmer,South Portland
3269,female,18-24,writer,Cincinnati
3270,male,18-24,lawyer,Cincinnati
3271,female,35-44,other,Santa Ana
3272,male,35-44,other,Mays Landing
3273,male,35-44,executive/managerial,Brooklyn
3274,male,25-34,writer,Norwood
3275,male,35-44,executive/managerial,New York
3276,male,25-34,writer,Wayzata
3277,male,25-34,technician/engineer,San Francisco
3278,male,35-44,executive/managerial,New York
3279,male,45-49,scientist,Corona
3280,male,25-34,executive/managerial,Boca Raton
3281,male,25-34,technician/engineer,Midland
3282,male,45-49,clerical/admin,Washington
3283,male,35-44,self-employed,Prairie Village
3284,male,25-34,doctor/health care,Ypsilanti
3285,male,25-34,college/grad student,Canton
3286,female,35-44,executive/managerial,Aurora
3287,male,56+,retired,
3288,male,25-34,sales/marketing,San Francisco
3289,male,45-49,doctor/health care,Woodland
3290,male,25-34,sales/marketing,Marina Del Rey
3291,female,25-34,executive/managerial,Chapel Hill
3292,female,50-55,doctor/health care,Lubbock
3293,male,45-49,sales/marketing,Hixson
3294,male,18-24,college/grad student,Austin
3295,male,18-24,tradesman/craftsman,San Diego
3296,male,18-24,sales/marketing,Marina Del Rey
3297,male,18-24,college/grad student,Northridge
3298,male,<18,K-12 student,Germantown
3299,female,25-34,college/grad student,Philadelphia
3300,male,35-44,customer service,Philadelphia
3301,female,25-34,artist,Tucson
3302,male,25-34,technician/engineer,Stillwater
3303,male,56+,technician/engineer,Branford
3304,female,45-49,customer service,Huntington Beach
3305,male,56+,writer,Berkeley
3306,male,45-49,sales/marketing,Lake Forest
3307,male,50-55,doctor/health care,Montebello
3308,female,18-24,writer,
3309,male,25-34,technician/engineer,Laurel
3310,male,45-49,sales/marketing,New Paltz
3311,male,25-34,college/grad student,Los Angeles
3312,female,18-24,college/grad student,Los Angeles
3313,male,35-44,writer,Marina Del Rey
3314,male,25-34,executive/managerial,West Haven
3315,male,25-34,programmer,Austin
3316,male,<18,unemployed,Moreno Valley
3317,male,25-34,college/grad student,Austin
3318,male,56+,retired,Lilburn
3319,female,56+,retired,Apple Valley
3320,male,25-34,academic/educator,Saint Peter
3321,male,35-44,academic/educator,Turlock
3322,female,18-24,college/grad student,Lincoln
3323,male,35-44,sales/marketing,Selden
3324,male,35-44,technician/engineer,Troy
3325,female,35-44,sales/marketing,Vicksburg
3326,male,45-49,executive/managerial,Kansas City
3327,male,18-24,programmer,Sherman Oaks
3328,male,56+,unemployed,
3329,male,50-55,tradesman/craftsman,Harrison
3330,female,35-44,academic/educator,Crawfordsville
3331,female,25-34,executive/managerial,Norwalk
3332,male,25-34,executive/managerial,Norwalk
3333,male,18-24,self-employed,
3334,male,35-44,other,APO AE
3335,male,25-34,other,New York
3336,male,35-44,technician/engineer,Lompoc
3337,male,25-34,college/grad student,Portland
3338,male,45-49,self-employed,Marlton
3339,male,25-34,technician/engineer,Cleveland
3340,male,45-49,self-employed,Yale
3341,male,25-34,writer,Rancho Cucamonga
3342,female,25-34,customer service,Santa Ana
3343,female,18-24,college/grad student,El Paso
3344,male,35-44,other,North Brunswick
3345,male,25-34,executive/managerial,Shickshinny
3346,male,35-44,executive/managerial,Hudson
3347,female,35-44,executive/managerial,Thousand Oaks
3348,male,45-49,self-employed,Castro Valley
3349,female,18-24,college/grad student,Oceanside
3350,female,18-24,other,Chevy Chase
3351,female,18-24,customer service,Placentia
3352,male,35-44,other,Dahlonega
3353,male,35-44,technician/engineer,Rancho Santa Margarita
3354,male,25-34,executive/managerial,Falls
3355,male,25-34,academic/educator,
3356,male,35-44,executive/managerial,Los Gatos
3357,male,25-34,tradesman/craftsman,Independence
3358,female,25-34,academic/educator,West Covina
3359,male,25-34,writer,Earlysville
3360,female,25-34,other,Huntington Beach
3361,male,25-34,college/grad student,West Covina
3362,female,25-34,other,Beverly Hills
3363,female,35-44,homemaker,Kennebunkport
3364,male,56+,retired,Hershey
3365,male,50-55,technician/engineer,Glen Allen
3366,male,35-44,sales/marketing,Sea Girt
3367,male,50-55,self-employed,New York
3368,male,25-34,sales/marketing,Minneapolis
3369,male,45-49,tradesman/craftsman,Jamestown
3370,male,18-24,college/grad student,Fullerton
3371,male,25-34,artist,Minneapolis
3372,male,56+,retired,Saint Paul
3373,male,18-24,self-employed,Berkeley
3374,male,35-44,customer service,Joplin
3375,male,25-34,college/grad student,Las Vegas
3376,male,35-44,self-employed,Pelham
3377,male,25-34,technician/engineer,Berlin
3378,male,18-24,college/grad student,Garden City
3379,male,35-44,academic/educator,Washington
3380,male,50-55,other,Chevy Chase
3381,male,25-34,other,
3382,female,<18,K-12 student,Hopkins
3383,male,56+,self-employed,New Boston
3384,male,35-44,executive/managerial,Canoga Park
3385,female,25-34,homemaker,Jacksonville
3386,male,18-24,college/grad student,Minneapolis
3387,male,18-24,academic/educator,Albany
3388,female,25-34,academic/educator,Huntington Beach
3389,male,18-24,other,Watertown
3390,female,45-49,writer,Arlington
3391,male,18-24,college/grad student,Garden City
3392,male,50-55,doctor/health care,Collingswood
3393,male,35-44,programmer,Naperville
3394,male,35-44,executive/managerial,West Hollywood
3395,male,25-34,executive/managerial,Allston
3396,male,25-34,programmer,Pittsburgh
3397,male,25-34,customer service,Minneapolis
3398,male,18-24,writer,Decatur
3399,male,25-34,college/grad student,Rochester
3400,male,25-34,sales/marketing,Point Pleasant Beach
3401,male,35-44,executive/managerial,Fort Worth
3402,male,35-44,writer,Atlanta
3403,male,35-44,customer service,Pontiac
3404,male,25-34,farmer,Turlock
3405,male,35-44,sales/marketing,Vista
3406,female,25-34,executive/managerial,Mesa
3407,female,45-49,customer service,Mchenry
3408,male,25-34,technician/engineer,Corning
3409,male,25-34,college/grad student,Dearborn Heights
3410,male,35-44,academic/educator,Lexington Park
3411,male,18-24,college/grad student,Cambridge
3412,male,25-34,tradesman/craftsman,Mesa
3413,female,25-34,technician/engineer,Vista
3414,male,25-34,technician/engineer,Lancaster
3415,male,35-44,executive/managerial,Littleton
3416,male,25-34,programmer,Rockville
3417,female,18-24,artist,Rochester
3418,female,18-24,clerical/admin,Alexandria
3419,male,45-49,academic/educator,State College
3420,female,25-34,executive/managerial,Ann Arbor
3421,male,45-49,executive/managerial,Alameda
3422,male,25-34,customer service,Columbus
3423,male,25-34,executive/managerial,West Jordan
3424,male,25-34,doctor/health care,San Diego
3425,male,18-24,writer,Garden City
3426,male,25-34,writer,Los Angeles
3427,male,25-34,sales/marketing,
3428,male,45-49,academic/educator,Crawfordsville
3429,female,25-34,executive/managerial,Oakland
3430,female,45-49,academic/educator,Pittsburgh
3431,female,45-49,doctor/health care,Owosso
3432,male,25-34,programmer,Greensboro
3433,male,18-24,programmer,Saint Paul
3434,male,18-24,college/grad student,Owosso
3435,male,45-49,academic/educator,Owosso
3436,male,35-44,other,Lacey
3437,female,25-34,other,Nashville
3438,female,25-34,other,Austin
3439,male,18-24,technician/engineer,Fort Worth
3440,male,56+,technician/engineer,Orlando
3441,female,25-34,sales/marketing,San Francisco
3442,male,18-24,programmer,Gaithersburg
3443,female,35-44,technician/engineer,Detroit
3444,male,50-55,sales/marketing,West Palm Beach
3445,female,35-44,writer,Carlsbad
3446,male,25-34,executive/managerial,Bethlehem
3447,male,25-34,programmer,San Francisco
3448,female,18-24,clerical/admin,Chicago
3449,male,25-34,sales/marketing,Cambridge
3450,male,25-34,customer service,San Antonio
3451,female,25-34,lawyer,San Francisco
3452,male,25-34,sales/marketing,Shrewsbury
3453,male,35-44,executive/managerial,Whippany
3454,male,18-24,other,San Diego
3455,female,25-34,other,Red Bank
3456,male,25-34,technician/engineer,Wausau
3457,male,25-34,writer,Havertown
3458,male,45-49,other,Roslindale
3459,male,18-24,college/grad student,Sanger
3460,male,<18,college/grad student,New York
3461,male,35-44,other,Santa Rosa
3462,female,25-34,college/grad student,Oklahoma City
3463,male,25-34,scientist,Boulder
3464,female,25-34,sales/marketing,San Antonio
3465,male,25-34,sales/marketing,West Milton
3466,male,25-34,sales/marketing,Palo Alto
3467,male,25-34,sales/marketing,Minneapolis
3468,male,25-34,writer,Castro Valley
3469,male,45-49,technician/engineer,Melrose
3470,male,35-44,technician/engineer,Stephenson
3471,male,18-24,college/grad student,Boulder
3472,male,25-34,doctor/health care,Miami
3473,female,35-44,self-employed,Watertown
3474,male,35-44,lawyer,Larchmont
3475,male,25-34,sales/marketing,Miami
3476,male,50-55,other,Cleveland
3477,female,50-55,academic/educator,New York
3478,male,25-34,executive/managerial,New York
3479,male,18-24,college/grad student,Georgetown
3480,male,25-34,other,Great Falls
3481,male,18-24,college/grad student,San Francisco
3482,male,50-55,technician/engineer,Voorhees
3483,female,45-49,executive/managerial,Morrow
3484,male,18-24,college/grad student,Wilmington
3485,male,25-34,other,San Francisco
3486,female,18-24,other,Bellingham
3487,male,18-24,college/grad student,Chicago
3488,male,45-49,technician/engineer,Denver
3489,male,18-24,college/grad student,Evanston
3490,male,25-34,other,Tulsa
3491,male,25-34,self-employed,Camp Lejeune
3492,male,35-44,executive/managerial,Houston
3493,male,25-34,technician/engineer,Ottawa
3494,male,25-34,academic/educator,Boone
3495,male,18-24,college/grad student,Emeryville
3496,male,35-44,customer service,Orange
3497,female,35-44,artist,San Francisco
3498,male,25-34,technician/engineer,Gastonia
3499,male,25-34,clerical/admin,Houston
3500,male,35-44,executive/managerial,Leonardtown
3501,female,35-44,executive/managerial,Atlanta
3502,female,18-24,executive/managerial,Longmont
3503,male,18-24,college/grad student,Bozeman
3504,male,18-24,executive/managerial,Boston
3505,female,25-34,scientist,Minneapolis
3506,male,18-24,programmer,Longmont
3507,male,25-34,other,Watertown
3508,male,18-24,college/grad student,Revere
3509,male,18-24,college/grad student,Boston
3510,female,18-24,college/grad student,Cambridge
3511,male,50-55,other,Las Cruces
3512,male,18-24,technician/engineer,Cambridge
3513,male,25-34,self-employed,Winchester
3514,male,18-24,programmer,Atlanta
3515,male,35-44,clerical/admin,Lake Elmo
3516,male,18-24,college/grad student,Bowling Green
3517,male,18-24,programmer,Madison
3518,female,18-24,executive/managerial,Brooklyn
3519,female,25-34,sales/marketing,Brooklyn
3520,male,25-34,other,Lexington
3521,male,25-34,other,Milwaukee
3522,male,18-24,other,Riddle
3523,male,35-44,executive/managerial,Racine
3524,female,25-34,other,Wendell
3525,female,18-24,college/grad student,Cambridge
3526,male,35-44,artist,
3527,male,25-34,other,Milwaukee
3528,male,35-44,customer service,Greenup
3529,female,45-49,academic/educator,Monmouth
3530,male,25-34,other,Houston
3531,female,25-34,lawyer,Minneapolis
3532,female,35-44,sales/marketing,New York
3533,male,25-34,artist,Eden Prairie
3534,male,35-44,technician/engineer,Lincoln
3535,male,45-49,tradesman/craftsman,Orange
3536,male,18-24,college/grad student,Sioux Falls
3537,male,<18,K-12 student,Eugene
3538,male,35-44,other,Lexington
3539,female,25-34,college/grad student,Houston
3540,male,18-24,technician/engineer,Sioux Falls
3541,male,25-34,clerical/admin,Needham Heights
3542,male,25-34,scientist,Alfred Station
3543,male,25-34,technician/engineer,Chicago
3544,female,25-34,college/grad student,Riverside
3545,male,35-44,programmer,Riverside
3546,male,25-34,writer,
3547,male,35-44,self-employed,San Francisco
3548,male,45-49,executive/managerial,
3549,female,35-44,executive/managerial,Glen Ellyn
3550,male,25-34,customer service,Minneapolis
3551,female,56+,other,Puyallup
3552,female,35-44,artist,Wakefield
3553,male,35-44,self-employed,
3554,male,25-34,scientist,Pittsburgh
3555,male,56+,executive/managerial,Minneapolis
3556,male,25-34,technician/engineer,Derry
3557,male,18-24,customer service,Westland
3558,male,18-24,technician/engineer,Lawrence
3559,male,18-24,college/grad student,Oakland Gardens
3560,female,25-34,doctor/health care,Tulsa
3561,male,35-44,sales/marketing,Saint Charles
3562,female,25-34,doctor/health care,Orlando
3563,male,25-34,artist,Miami
3564,male,25-34,lawyer,Quincy
3565,male,25-34,tradesman/craftsman,Mount Horeb
3566,male,45-49,other,Platteville
3567,male,25-34,sales/marketing,Appleton
3568,male,25-34,other,Lacey
3569,female,18-24,artist,East Lansing
3570,male,35-44,programmer,Lansdowne
3571,male,18-24,college/grad student,New York
3572,male,35-44,lawyer,Bowdoin
3573,male,<18,K-12 student,Owosso
3574,female,35-44,doctor/health care,Fort Lauderdale
3575,male,25-34,tradesman/craftsman,Appleton
3576,male,50-55,executive/managerial,Papillion
3577,female,56+,other,
3578,male,50-55,clerical/admin,Hanalei
3579,male,18-24,other,Jacksonville
3580,female,18-24,clerical/admin,Jacksonville
3581,male,18-24,academic/educator,Wessington Springs
3582,female,35-44,other,Cedar Rapids
3583,female,25-34,homemaker,Fort Thomas
3584,male,18-24,other,Killeen
3585,male,35-44,writer,Chicago
3586,male,35-44,writer,Chicago
3587,male,35-44,clerical/admin,Clovis
3588,male,25-34,artist,Los Angeles
3589,female,45-49,other,Aurora
3590,female,18-24,scientist,Boston
3591,male,35-44,doctor/health care,South Lake Tahoe
3592,female,56+,artist,Fairbanks
3593,female,25-34,homemaker,Madison
3594,male,<18,other,Avon
3595,male,25-34,other,Phoenix
3596,female,35-44,college/grad student,Philadelphia
3597,male,25-34,technician/engineer,Minneapolis
3598,male,56+,academic/educator,Beverly Hills
3599,male,25-34,self-employed,Sheridan
3600,male,35-44,writer,Danville
3601,female,35-44,clerical/admin,Santa Rosa
3602,male,25-34,programmer,Minneapolis
3603,female,35-44,executive/managerial,Austin
3604,female,<18,K-12 student,Wakefield
3605,male,18-24,programmer,Chicago
3606,female,25-34,scientist,Brookline
3607,male,35-44,technician/engineer,Pensacola
3608,female,35-44,homemaker,Wakefield
3609,female,25-34,technician/engineer,Redford
3610,male,18-24,doctor/health care,Marietta
3611,male,25-34,artist,Logan
3612,male,25-34,sales/marketing,Greenville
3613,male,25-34,other,Nashville
3614,male,25-34,other,Dayton
3615,male,25-34,technician/engineer,Burleson
3616,male,45-49,other,Clearwater
3617,male,35-44,executive/managerial,Climax
3618,male,56+,technician/engineer,Strasburg
3619,male,50-55,self-employed,Forest Grove
3620,male,25-34,executive/managerial,San Francisco
3621,male,18-24,college/grad student,Hollywood
3622,male,18-24,academic/educator,Brookline
3623,male,35-44,lawyer,Columbus
3624,male,25-34,programmer,Park Ridge
3625,male,18-24,K-12 student,Grand Blanc
3626,male,25-34,technician/engineer,Plano
3627,female,35-44,academic/educator,Tempe
3628,male,25-34,executive/managerial,Austin
3629,female,50-55,executive/managerial,New York
3630,male,18-24,college/grad student,Houston
3631,male,18-24,college/grad student,Houston
3632,male,50-55,lawyer,Winter Haven
3633,male,35-44,tradesman/craftsman,Lockport
3634,male,50-55,academic/educator,Las Cruces
3635,male,50-55,academic/educator,Northbrook
3636,male,25-34,other,Waterbury
3637,male,25-34,doctor/health care,San Francisco
3638,male,25-34,artist,Los Angeles
3639,male,18-24,college/grad student,San Antonio
3640,male,35-44,executive/managerial,Rockland
3641,male,25-34,other,Carlsbad
3642,female,25-34,executive/managerial,Seattle
3643,male,25-34,technician/engineer,Alexandria
3644,female,25-34,lawyer,Madison
3645,male,35-44,technician/engineer,Portland
3646,male,35-44,writer,Seattle
3647,male,25-34,executive/managerial,Denver
3648,male,18-24,college/grad student,Mesa
3649,female,25-34,other,San Francisco
3650,male,25-34,other,Chicago
3651,male,25-34,sales/marketing,Seattle
3652,male,25-34,programmer,Emeryville
3653,male,18-24,scientist,
3654,male,25-34,technician/engineer,San Rafael
3655,female,25-34,executive/managerial,San Francisco
3656,female,45-49,customer service,Spring Hill
3657,male,18-24,technician/engineer,San Jose
3658,female,25-34,executive/managerial,Westfield
3659,male,18-24,college/grad student,Greenwood
3660,male,35-44,executive/managerial,North Versailles
3661,male,35-44,programmer,Monmouth Junction
3662,male,35-44,self-employed,Toms River
3663,female,35-44,homemaker,Mechanicsburg
3664,female,35-44,academic/educator,Mountain View
3665,male,25-34,other,Beale Afb
3666,male,45-49,other,Omaha
3667,female,<18,K-12 student,Hastings On Hudson
3668,female,45-49,executive/managerial,Fort Lauderdale
3669,male,25-34,sales/marketing,Lombard
3670,male,45-49,sales/marketing,Saint Paul
3671,male,25-34,college/grad student,Seattle
3672,male,35-44,customer service,Ventnor City
3673,male,25-34,artist,New York
3674,male,25-34,writer,Columbia
3675,male,35-44,executive/managerial,
3676,female,35-44,programmer,Ann Arbor
3677,female,25-34,programmer,Stamford
3678,male,25-34,other,Westport
3679,male,25-34,college/grad student,Omaha
3680,female,25-34,academic/educator,Larkspur
3681,male,25-34,executive/managerial,Mauldin
3682,female,50-55,academic/educator,Hastings On Hudson
3683,male,25-34,artist,Athens
3684,male,25-34,technician/engineer,Boise
3685,male,25-34,customer service,
3686,male,25-34,executive/managerial,Huntington Woods
3687,female,50-55,academic/educator,Belleville
3688,male,18-24,doctor/health care,Baltimore
3689,male,25-34,other,Colorado Springs
3690,male,18-24,other,Saint Louis
3691,male,25-34,executive/managerial,Cockeysville
3692,male,35-44,technician/engineer,Las Vegas
3693,male,25-34,scientist,Redwood City
3694,male,25-34,programmer,Charlotte
3695,male,25-34,artist,Olympia
3696,male,35-44,executive/managerial,Philadelphia
3697,male,25-34,scientist,Lincoln
3698,male,25-34,executive/managerial,Milwaukee
3699,female,56+,clerical/admin,Powder Springs
3700,male,25-34,sales/marketing,New York
3701,male,35-44,academic/educator,Irvine
3702,male,35-44,scientist,West Bend
3703,male,18-24,programmer,Eugene
3704,female,35-44,other,Greenwood
3705,male,45-49,executive/managerial,Roswell
3706,male,25-34,programmer,Columbia City
3707,female,18-24,other,Kissimmee
3708,male,56+,executive/managerial,Duluth
3709,male,25-34,programmer,Reno
3710,male,<18,K-12 student,East Greenwich
3711,male,35-44,other,Pensacola
3712,male,25-34,technician/engineer,Island Lake
3713,female,25-34,executive/managerial,Arlington
3714,male,25-34,technician/engineer,San Diego
3715,male,18-24,customer service,Minneapolis
3716,male,18-24,programmer,Montgomery
3717,male,35-44,technician/engineer,Fairfield
3718,male,50-55,technician/engineer,Freehold
3719,male,25-34,academic/educator,Starkville
3720,male,45-49,executive/managerial,Powell
3721,male,25-34,scientist,Redwood City
3722,male,25-34,tradesman/craftsman,Loveland
3723,male,25-34,sales/marketing,Lomira
3724,male,35-44,doctor/health care,Houston
3725,male,18-24,college/grad student,Gainesville
3726,male,25-34,technician/engineer,Corona
3727,male,35-44,executive/managerial,Muskogee
3728,male,18-24,college/grad student,Hoboken
3729,male,18-24,college/grad student,Washington
3730,male,25-34,academic/educator,Lansing
3731,male,25-34,technician/engineer,Galva
3732,male,25-34,technician/engineer,Maywood
3733,male,18-24,college/grad student,Swansea
3734,male,18-24,college/grad student,College Station
3735,male,25-34,other,New York
3736,male,35-44,academic/educator,Kent
3737,male,25-34,sales/marketing,Murfreesboro
